"Company.Name","Subindustry","Address","Phone","Postcode","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA","Rating","Review","Price","Yelp.Category","Hotel.Rating(~100)","Hotel.Price(~100)","Hotel.Review(~100)","Hotel.Count(~100)","Hotel.Rating(~200)","Hotel.Price(~200)","Hotel.Review(~200)","Hotel.Count(~200)","Hotel.Rating(200~400)","Hotel.Price(200~400)","Hotel.Review(200~400)","Hotel.Count(200~400)","Hotel.Rating(400~600)","Hotel.Price(400~600)","Hotel.Review(400~600)","Hotel.Count(400~600)","Hotel.Rating(600~800)","Hotel.Price(600~800)","Hotel.Review(600~800)","Hotel.Count(600~800)","Hotel.Rating(800~)","Hotel.Price(800~)","Hotel.Review(800~)","Hotel.Count(800~)"
"Brasserie 1605","American","1605 Broadway","2123156195",10019,40.760537,-73.984644,5,3,125,1076195,1010200046,"Midtown-Midtown South                                                      ",3,23,2,"brasseries",3,2.25,158.25,4,3.16666666666667,2.44444444444444,211,9,7.41111111111111,5.55555555555556,435.888888888889,21,3.31111111111111,2.22222222222222,225.777777777778,10,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"La Masseria","Italian","235 W 48th St","2125822111",10036,40.760476,-73.985666,5,3,125,1076194,1010200005,"Midtown-Midtown South                                                      ",4,483,3,"italian",3,2.2,193.2,5,3.01538461538462,2.30769230769231,190.153846153846,13,3.94615384615385,2.92307692307692,287.230769230769,17,3,2.07692307692308,127.384615384615,11,0,0,0,0,0,0,0,0
"Teriyaki Boy (month to month)","Japanese","732 Seventh Ave","2122658181",10019,40.760177,-73.983944,5,4,125,1024779,1010200038,"Midtown-Midtown South                                                      ",3.5,44,1,"japanese",3.5,3,208,2,3.15,2.5,195.2,10,6.47,5,422.5,21,2.88,1.7,167.7,9,0.45,0.3,0.8,1,0,0,0,0
"Hourglass Tavern",NA,"373 W 46th St","2122652060",10036,40.760598,-73.989803,4,3,127,1025077,1010370101,"Clinton                                                                    ",4,631,2,"tradamerican",5,2,56,1,3.16666666666667,2,34,3,7.83333333333333,5,704.333333333333,9,13.8333333333333,11,922.666666666667,12,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"Mama Sbarro's","Pizza","1606 Broadway","2127684194",10019,40.760556,-73.984615,5,4,125,1024779,1010200038,"Midtown-Midtown South                                                      ",3,11,1,"pizza",3,2.25,158.25,4,3.16666666666667,2.44444444444444,211,9,7.41111111111111,5.55555555555556,435.888888888889,21,3.31111111111111,2.22222222222222,225.777777777778,10,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"Yoshinoya Beef Bowl Restaurant","Japanese","255 W 42nd St","2127039940",10036,40.756892,-73.988958,5,3,119,1087142,1010140001,"Midtown-Midtown South                                                      ",2.5,130,1,"japanese",3.5,3,337.5,2,3.26,2.2,265.8,5,4.54,3.2,307.2,8,13.3,9.4,607.8,20,2.5,1.8,169.4,4,2.3,2.4,222.2,4
"Natsumi Restaurant, Bar & Lounge","Japanese","226 W 50th St","2122582988",10019,40.761668,-73.984651,5,3,125,1024806,1010210052,"Midtown-Midtown South                                                      ",4,658,3,"sushi",3,2,130.666666666667,3,2.94444444444444,2.33333333333333,197.777777777778,9,4.74444444444444,4,371.333333333333,14,5.31111111111111,3.33333333333333,269.444444444444,15,1.38888888888889,0.888888888888889,35,3,0,0,0,0
"Brooklyn Diner","Diner","155 W 43rd St","2122655400",10036,40.756082,-73.984948,5,4,119,1022610,1009960001,"Midtown-Midtown South                                                      ",3,453,2,"diners",3.75,2.5,161.75,4,3.5,2.25,127.375,8,5.775,4.5,378.75,14,3.9125,2.5,231.875,11,3,2.625,244.75,8,0,0,0,0
"Chevys Fresh Mex","Mexican","259 W 42nd St","2123024010",10036,40.756917,-73.989016,5,3,119,1087142,1010140001,"Midtown-Midtown South                                                      ",3,611,2,"mexican",3.5,3,337.5,2,3.26,2.2,265.8,5,4.54,3.2,307.2,8,13.3,9.4,607.8,20,2.5,1.8,169.4,4,2.3,2.4,222.2,4
"Tasti D-Lite","Dessert","1588 Broadway","2129774000",10036,40.759873,-73.984915,5,4,125,1024757,1010197501,"Midtown-Midtown South                                                      ",3,273,3,"hotels",3.25,2.66666666666667,251.166666666667,6,3.15454545454545,2.54545454545455,259.454545454545,11,7.48181818181818,5.36363636363636,426.636363636364,27,1.13636363636364,0.727272727272727,28.6363636363636,3,0,0,0,0,0,0,0,0
"Carve: Unique Sandwiches","American","768 Eighth Ave","2127304949",10036,40.760309,-73.987532,5,3,125,1024748,1010180061,"Midtown-Midtown South                                                      ",3.5,291,1,"sandwiches",2.25,2,23,2,3.02857142857143,2,150,7,5.97142857142857,4.42857142857143,503.142857142857,14,9.5,7.14285714285714,470,20,0,0,0,0,0,0,0,0
"Starbucks (@ Marriott)","Coffee","1535 Broadway","2123981900",10036,40.758267,-73.985468,5,3,119,1024727,1010170029,"Midtown-Midtown South                                                      ",2,16,1,"coffee",3.5,3,750,1,3.32307692307692,2.61538461538462,246.153846153846,13,4.98461538461538,3.23076923076923,217.230769230769,21,1.65384615384615,1.46153846153846,141.384615384615,7,0,0,0,0,0,0,0,0
"Ray's Famous Pizza","Pizza","736 Seventh Ave","2129567297",10019,40.760273,-73.983875,5,4,125,1024777,1010200035,"Midtown-Midtown South                                                      ",2.5,308,1,"pizza",3.5,3,208,2,3.22727272727273,2.54545454545455,186.272727272727,11,5.24545454545455,4,343.727272727273,19,2.89090909090909,1.81818181818182,184,10,0.409090909090909,0.272727272727273,0.727272727272727,1,0,0,0,0
"Jamba Juice","Deli","1700 17th Street","2125821915",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,34,1,"juicebars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacant (8th Avenue Pavilion Flea Market)","Consumables","675 Eighth Ave",NA,10036,40.757705,-73.98946,4,3,121,1083728,1010330036,"Clinton                                                                    ",NA,NA,NA,NA,NA,NA,NA,0,2.36,1.6,264.2,5,4.54,3.2,293,7,14.7,10.4,647.6,22,3.2,2.6,224.8,5,1.1,1.2,142.8,2
"Bond 45","Italian","154 West 45th St","2128694545",10036,40.757408,-73.98423,5,4,119,1022624,1009970001,"Midtown-Midtown South                                                      ",3.5,471,3,"italian",3.375,2.25,131.875,8,3.4,2.4,160.933333333333,15,2.11333333333333,1.66666666666667,155.266666666667,10,2.28666666666667,1.53333333333333,128.2,12,0.833333333333333,0.733333333333333,79.7333333333333,4,0,0,0,0
"Pax World","Deli","225 W 42nd St","8007671729",10036,40.756508,-73.988042,5,3,119,1024683,1010140017,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.75,2,178,2,3.375,2.5,199.25,4,10.125,7,794.75,13,12.875,9,482,16,4,3,252,5,2,2.25,237.5,3
"705 8th Avenue (8th Avenue Food Court)","Deli","705 Eighth Ave
Storefront",NA,10036,40.758759,-73.988695,4,3,121,1024991,1010350029,"Clinton                                                                    ",3,28,1,"chicken_wings",1.4,0.5,266,2,2.54285714285714,1.57142857142857,168.714285714286,7,6.24285714285714,4.71428571428571,472.285714285714,13,7.21428571428571,4.85714285714286,242.714285714286,15,2.5,2.42857142857143,239.428571428571,6,0,0,0,0
"Avenue Restaurant @ Sheraton Hilton Hotel","American","811 Seventh Ave","2125813300",10019,40.762674,-73.982095,5,4,131,1023159,1010050001,"Midtown-Midtown South                                                      ",2,468,2,"hotels",2.33333333333333,2.66666666666667,447,3,2.91666666666667,2.83333333333333,279.333333333333,6,3.75,2.66666666666667,176.333333333333,7,6.7,5.16666666666667,454,13,6.88333333333333,4.16666666666667,359,13,1.33333333333333,1,41.6666666666667,2
"Azalea","Italian","224 W 51st St","2122620105",10019,40.76228,-73.984164,5,3,131,1024812,1010220043,"Midtown-Midtown South                                                      ",4,203,3,"italian",3,2.5,140.5,2,3.05,2.5,242.6,10,3.02,2.4,188.4,10,4.03,2.6,210.8,13,2.4,1.7,143.6,7,0.45,0.3,0.8,1
"Bella Vita","Italian","211 W 43rd St","2127301479",10036,40.756983,-73.987081,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",3,437,2,"italian",2,1,114,1,3.4,2.6,309.4,5,13.5,9.6,682.6,22,4.7,3,212.8,7,4.3,3.8,367.6,7,0,0,0,0
"Bistro Caterers","Catering","155 W 51st St",NA,10019,40.761346,-73.981901,5,4,131,1023157,1010040020,"Midtown-Midtown South                                                      ",3,12,1,"catering",3,2.66666666666667,214,3,2.8,2.8,303,5,8.2,6.4,456.8,13,9.74,6.8,522.6,15,4.26,2.4,288.4,7,0.9,0.6,1.6,1
"CAF�� @ Times Square","Deli","159 W 46th St","2123917351",10036,40.758066,-73.983829,5,4,125,1022661,1009990003,"Midtown-Midtown South                                                      ",3.5,3,1,"delis",3.25,2.5,86.8333333333333,6,3.375,2.5,182.1875,16,1.7,1.1875,115.625,9,3.01875,2.25,193.5625,16,0,0,0,0,0,0,0,0
"Chipotle Mexican grill","Mexican","854 Eighth Ave","2127574312",10019,40.763166,-73.985452,5,3,131,1081642,1010230002,"Midtown-Midtown South                                                      ",2.5,90,2,"hotdogs",4,2,162,1,3.33333333333333,2.33333333333333,147.666666666667,3,11.5,9.33333333333333,901.666666666667,12,10.8333333333333,8.33333333333333,854,11,16,10.6666666666667,714.666666666667,14,1.5,1,2.66666666666667,1
"Famous Dave's B-B-Q","Barbecue","169 W 47th St","2127641899",10036,40.758777,-73.983583,5,4,125,1083718,1010000001,"Midtown-Midtown South                                                      ",3.2,49,2.5,"salad",2.83333333333333,2.66666666666667,103,3,3.34615384615385,2.46153846153846,179.461538461538,13,4.16923076923077,3.07692307692308,235.538461538462,18,2.44615384615385,1.76923076923077,189.769230769231,10,0,0,0,0,0,0,0,0
"Famous Famiglia Pizza","Pizza","686 Eighth Ave","2123823030",10036,40.758163,-73.989099,5,3,119,1024703,1010150001,"Midtown-Midtown South                                                      ",3,115,1,"pizza",1.4,0.5,266,2,2.36,1.6,264.2,5,7.24,5.2,495.6,11,12,8.4,445,18,4.3,3.8,367.6,7,0,0,0,0
"Fu Ying","Chinese","811 Eighth Ave","2124895008",10019,40.761531,-73.986669,4,3,127,1025144,1010390032,"Clinton                                                                    ",3,28,1,"chinese",4,2,255,1,3,2,117.875,8,5.3125,4.125,498.875,14,5.8125,4.5,327.5,15,2.0625,1.25,38.5,4,0,0,0,0
"Green Symphony","Organic","255 W 43rd St","2123914747",10036,40.757359,-73.987973,5,3,119,1024703,1010150001,"Midtown-Midtown South                                                      ",4,406,1,"vegetarian",3,2.33333333333333,263,3,2.71666666666667,1.83333333333333,221.5,6,10.6166666666667,7.5,597.5,19,4.66666666666667,3.33333333333333,185,9,3.58333333333333,3.16666666666667,306.333333333333,7,0,0,0,0
"Haru","Japanese","205 W 43rd St","2123989810",10036,40.75693,-73.986959,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",3.5,580,2,"japanese",2,1,114,1,3.4,2.6,309.4,5,13.5,9.6,682.6,22,4.7,3,212.8,7,4.3,3.8,367.6,7,0,0,0,0
"Insieme @ The Michaelangelo","Italian","777 Seventh Ave","2125821310",10019,40.761571,-73.9829,5,4,131,1022710,1010037501,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3,2.5,282.5,2,2.88888888888889,2.66666666666667,250.555555555556,9,3.91111111111111,2.88888888888889,230.111111111111,11,5.58888888888889,3.66666666666667,297.111111111111,15,2,1.33333333333333,95.7777777777778,6,0,0,0,0
"Starbucks","Coffee","684 Eighth Ave","2123989702",10036,40.758108,-73.989139,5,3,119,1024703,1010150001,"Midtown-Midtown South                                                      ",2.5,63,2,"coffee",2.1,1.33333333333333,321.666666666667,3,2.36,1.6,264.2,5,7.24,5.2,495.6,11,12,8.4,445,18,3.7,3.2,352.2,6,0.6,0.6,15.4,1
"Metromet, Inc.","Catering","224 West 49th Street
Suite 1619",NA,10019,40.761014,-73.985052,5,3,125,1024782,1010200051,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.9,2.2,150.6,5,3.22222222222222,2.33333333333333,211.888888888889,9,6.24444444444444,5,400.777777777778,18,4.42222222222222,2.88888888888889,260,13,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"Barbetta Restaurant","Italian","321 West 46th Street","2122469171",10036,40.76015,-73.988749,4,3,127,1080891,1010370020,"Clinton                                                                    ",3.5,186,3,"italian",5,2,56,1,2.71666666666667,1.5,148.166666666667,6,7.2,5.66666666666667,618.333333333333,14,10.75,7.66666666666667,424.833333333333,19,0.916666666666667,1,119,2,0,0,0,0
"Le Bernardin","French","155 West 51st.","2125541515",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2087,4,"french",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
